,RDP_10398,RDP_5224,RDP_1017,RDP_92,RDP_12
CC11CM49SCRcb019f4b27f0488596d6922f20c39a67_From_NR114080_1_description_Escherichia_vulneris_strain_NBRC_102420_16S_ribosomal_RNA_gene_partial_sequence_organism_Escherichia_vulneris_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_ncbitaxid_566,20.0,20.0,20.0,1.0,5.0
CC11CM11SCR7f993dd85cbe46ae85a524674519988a_From_JGYU01000002_2057_3587_description_JGYU01000002_2057_3587_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium_choerinum_organism_Bifidobacterium_choerinum_taxonomy_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_35760,20.0,7.0,4.0,12.0,3.0
CC11CM75SCRd5cb3f1754764a8eaf0e07215f1f7680_From_NR104846_1_description_Gemmiger_formicilis_strain_X2_56_16S_ribosomal_RNA_gene_partial_sequence_organism_Gemmiger_formicilis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Gemmiger_ncbitaxid_745368,1.0,1.0,1.0,1.0,10.0
CC11CM16SCRc414db9e92b444e9b850bc00203e0539_From_AB668378_1_1542_description_AB668378_1_1542_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_dentasini_organism_Streptococcus_dentasini_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_1080072,1.0,20.0,7.0,3.0,1.0
CC11CM93SCR1ca70e8fde8543af8dafaae7fa60689e_From_ABAX03000031_168_1689_description_ABAX03000031_168_1689_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipes_caccae_DSM_14662_organism_Anaerostipes_caccae_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_ncbitaxid_411490,1.0,1.0,2.0,3.0,11.0
CC11CM6SCRfaf11ffb269648fa9772985e0558514c_From_AFBP01000029_162_1691_description_AFBP01000029_162_1691_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Parasutterella_Parasutterella_excrementihominis_YIT_11859_organism_Parasutterella_excrementihominis_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Parasutterella_ncbitaxid_762966,1.0,15.0,12.0,3.0,1.0
CC11CM51SCR34589bf01a494ce5bb42d7138399194a_From_AY879307_1_1523_description_AY879307_1_1523_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophia_defectiva_organism_Abiotrophia_defectiva_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_ncbitaxid_46125,20.0,20.0,18.0,3.0,1.0
CC11CM5SCRe3dbfc869e4b4326ace06b45baa56dd3_From_FJ655907_1_1408_description_FJ655907_1_1408_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_Desulfovibrio_oceani_subsp_oceani_organism_Desulfovibrio_oceani_taxonomy_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_ncbitaxid_872,5.0,5.0,7.0,4.0,5.0
CC11CM73SCRc1349c0293e34d14b46c4a66c78390d6_From_FJ822416_1_1364_description_FJ822416_1_1364_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonas_levii_organism_Porphyromonas_levii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_ncbitaxid_28114,3.0,1.0,4.0,1.0,1.0
CC11CM8SCR2097539f7fbb42bb85ac862dde94ac4e_From_AB793710_1_1451_description_AB793710_1_1451_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerobacterium_Anaerobacterium_chartisolvens_organism_Anaerobacterium_chartisolvens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerobacterium_ncbitaxid_1297424,1.0,1.0,3.0,5.0,11.0
CC11CM56SCR22cc7eca21494d79aa87815d45069c2d_From_AB649276_1_1495_description_AB649276_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_Clostridium_propionicum_organism_Clostridium_propionicum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_ncbitaxid_1506577,8.0,3.0,3.0,4.0,11.0
CC11CM11SCR1795cf3fec0448e9907c4bf0a8cc5fd9_From_NR025670_1_description_Pseudoflavonifractor_capillosus_strain_ATCC_29799_16S_ribosomal_RNA_gene_partial_sequence_organism_Pseudoflavonifractor_capillosus_ATCC_29799_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Pseudoflavonifractor_ncbitaxid_411467,1.0,1.0,1.0,3.0,11.0
CC11CM46SCR6bd235130fe24d30aec2d1710a3cb4ec_From_AB910751_1_1495_description_AB910751_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_hydrogenotrophica_organism_Blautia_hydrogenotrophica_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_53443,3.0,7.0,6.0,1.0,11.0
CC11CM50SCRce72a08e944c4ab2849bdec2d5412a6d_From_NR024661_1_description_Eubacterium_ruminantium_strain_GA195_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_ruminantium_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_42322,1.0,7.0,2.0,16.0,11.0
CC11CM22SCR91d7b042bab845f3b230004574d54163_From_AY278617_1_1441_description_AY278617_1_1441_Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium_genomosp_C2_organism_Fusobacterium_genomosp_taxonomy_Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_ncbitaxid_848,17.0,11.0,1.0,20.0,13.0
CC11CM3SCR93b82d4aa67649a9987dc42928b4723a_From_NR113140_1_description_Clostridium_sordellii_strain_JCM_3814_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_sordellii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_1505,1.0,7.0,10.0,10.0,9.0
CC11CM20SCRd359395609a7455fab1ee6dbef92d652_From_NR118323_1_description_Anaerococcus_obesiensis_strain_ph10_16S_ribosomal_RNA_partial_sequence_organism_Anaerococcus_obesiensis_ph10_taxonomy_Bacteria_Firmicutes_Tissierellia_Tissierellales_Peptoniphilaceae_Anaerococcus_ncbitaxid_1118056,5.0,1.0,14.0,19.0,13.0
CC11CM5SCRfe91b7a3724b418f82ee61fe2642115e_From_AB547652_1_1488_description_AB547652_1_1488_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_Paraprevotella_xylaniphila_organism_Paraprevotella_xylaniphila_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_ncbitaxid_454155,1.0,1.0,9.0,3.0,10.0
CC11CM35SCR724e832b3790427c8c011353f9e5ed67_From_NR126195_1_description_Butyricimonas_paravirosa_strain_214_4_16S_ribosomal_RNA_gene_partial_sequence_organism_Butyricimonas_paravirosa_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Butyricimonas_ncbitaxid_1472417,3.0,1.0,20.0,11.0,1.0
CC11CM91SCR21da5e7a094c45d79c245939454770dd_From_NR133762_1_description_Hungatella_effluvii_strain_UB_B_2_16S_ribosomal_RNA_partial_sequence_organism_Hungatella_effluvii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_ncbitaxid_1096246,1.0,1.0,6.0,1.0,11.0
CC11CM65SCR9d99e32c3182447a99dd1463cb249bb1_From_ACBZ01000217_267_1788_description_ACBZ01000217_267_1788_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_hydrogenotrophica_DSM_10507_organism_Blautia_hydrogenotrophica_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_476272,3.0,7.0,6.0,1.0,11.0
CC11CM79SCRe99e7a98dbb64ee899f7f49733fdafb8_From_HQ407299_1_1289_description_HQ407299_1_1289_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_Enterobacter_aerogenes_organism_Enterobacter_aerogenes_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_ncbitaxid_548,20.0,20.0,19.0,1.0,5.0
CC11CM46SCRfbe543900a234a66ade84288ce101ae5_From_AY574991_1_1453_description_AY574991_1_1453_Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Catabacter_Catabacter_hongkongensis_organism_Catabacter_hongkongensis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Catabacter_ncbitaxid_270498,3.0,20.0,3.0,7.0,4.0
CC11CM25SCR0c2e07b20eed4f32b48bd48aaef79019_From_AGXS01000026_294285_295795_description_AGXS01000026_294285_295795_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_nordii_CL02T12C05_organism_Bacteroides_nordii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_997884,1.0,1.0,1.0,3.0,1.0
CC11CM59SCR37ffe770513a4ef390e2ed147226cbef_From_KP009809_1_1441_description_KP009809_1_1441_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_gallolyticus_organism_Streptococcus_gallolyticus_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_315405,16.0,9.0,7.0,3.0,1.0
CC11CM87SCR82e61159ba4341c6941be9bbe5a28dfe_From_NR121725_1_description_Eubacterium_acidaminophilum_strain_a1_2_16S_ribosomal_RNA_gene_complete_sequence_organism_Eubacterium_acidaminophilum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_1731,11.0,14.0,5.0,12.0,11.0
CC11CM78SCR750d1c211d4646baaf4f2b2ad3242f74_From_JQ346729_1_1360_description_JQ346729_1_1360_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_Victivallis_vadensis_ATCC_BAA_548_organism_Victivallis_vadensis_taxonomy_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_ncbitaxid_172900,13.0,12.0,15.0,4.0,1.0
CC11CM80SCR58612ba668434e1d842590cc673e9079_From_ARCH01000026_139_1676_description_ARCH01000026_139_1676_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_ovis_DSM_16829_organism_Streptococcus_ovis_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_1123312,1.0,5.0,1.0,3.0,1.0
CC11CM42SCR5a4fefc2cc5644af852c307064096ec8_From_DQ003614_1_1445_description_DQ003614_1_1445_Bacteria_Tenericutes_Mollicutes_Acholeplasmatales_Acholeplasmataceae_Acholeplasma_Mycoplasmataceae_genomosp_P1_oral_clone_MB1G23_organism_Mycoplasmataceae_genomosp_taxonomy_Bacteria_Tenericutes_Mollicutes_Acholeplasmatales_Acholeplasmataceae_Acholeplasma_ncbitaxid_2147,1.0,3.0,1.0,1.0,13.0
CC11CM36SCR92fa93d2424543aab3cac56cb3ea2414_From_AB510702_1_1486_description_AB510702_1_1486_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_helcogenes_organism_Bacteroides_helcogenes_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_290053,1.0,1.0,5.0,3.0,3.0
CC11CM44SCRfeb43d49051a40e4882e166026adc8a5_From_CP007034_2003593_2005133_description_CP007034_2003593_2005133_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_Barnesiella_viscericola_DSM_18177_organism_Barnesiella_viscericola_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_ncbitaxid_880074,1.0,1.0,1.0,5.0,1.0
CC11CM84SCR8d9304bf0a65479688cb2fc3b6abaa0f_From_NR114781_2_description_Enterococcus_dispar_strain_LMG_13521_16S_ribosomal_RNA_gene_complete_sequence_organism_Enterococcus_dispar_ATCC_51266_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_ncbitaxid_1139219,20.0,20.0,9.0,6.0,1.0
CC11CM32SCR20c243a6b5b347daa8a8fc902391e9e6_From_NR074634_1_description_Eubacterium_rectale_strain_ATCC_33656_16S_ribosomal_RNA_gene_complete_sequence_organism_Agathobacter_rectalis_ATCC_33656_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Agathobacter_ncbitaxid_515619,5.0,5.0,10.0,1.0,8.0
CC11CM98SCRd47d2a2865a94b29a86faff14566d67c_From_JN613172_1_1484_description_JN613172_1_1484_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_hyointestinalis_organism_Streptococcus_hyointestinalis_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_1337,1.0,3.0,12.0,3.0,4.0
CC11CM4SCReaf26dce038c4f66abaddd29fe25ee3b_From_NR024684_1_description_Eubacterium_nitritogenes_strain_JCM_6485_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_nitritogenes_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_83340,5.0,5.0,1.0,7.0,6.0
CC11CM51SCR9133fd3a754547c1bc481abc085041ec_From_NR104846_1_description_Gemmiger_formicilis_strain_X2_56_16S_ribosomal_RNA_gene_partial_sequence_organism_Gemmiger_formicilis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Gemmiger_ncbitaxid_745368,1.0,1.0,1.0,1.0,10.0
CC11CM75SCR8b7b35284af24d09959d40bc8356476b_From_AB910751_1_1495_description_AB910751_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_hydrogenotrophica_organism_Blautia_hydrogenotrophica_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_53443,3.0,7.0,6.0,1.0,11.0
CC11CM63SCR7e3b8ae6e05f495b98e42ede04cebfaf_From_NR074634_1_description_Eubacterium_rectale_strain_ATCC_33656_16S_ribosomal_RNA_gene_complete_sequence_organism_Agathobacter_rectalis_ATCC_33656_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Agathobacter_ncbitaxid_515619,5.0,5.0,10.0,1.0,8.0
CC11CM66SCR6269d80863314845a406651274fd0e71_From_AGXI01000008_226296_227815_description_AGXI01000008_226296_227815_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_dorei_CL03T12C01_organism_Bacteroides_dorei_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_997877,3.0,3.0,1.0,7.0,1.0
CC11CM84SCR44196718371c4653be41b50d737a78e0_From_NR118554_1_description_Intestinimonas_butyriciproducens_strain_SRB_521_5_I_16S_ribosomal_RNA_gene_partial_sequence_organism_Intestinimonas_butyriciproducens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Intestinimonas_ncbitaxid_1297617,1.0,3.0,3.0,3.0,13.0
CC11CM27SCR190fa65bc4144e5882fe0192c7c8549c_From_ADNA01000041_27909_29404_description_ADNA01000041_27909_29404_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_Atopobium_vaginae_DSM_15829_organism_Atopobium_vaginae_taxonomy_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_ncbitaxid_525256,4.0,3.0,3.0,1.0,9.0
CC11CM53SCR363d15ae14c6413985ebedeb57abe4ed_From_AQOB01000015_415037_416554_description_AQOB01000015_415037_416554_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_Butyricicoccus_pullicaecorum_1_2_organism_Butyricicoccus_pullicaecorum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_ncbitaxid_580596,5.0,1.0,3.0,3.0,2.0
CC11CM88SCR9022b21bd61d423f80c5877aebbdc6d3_From_HM803936_1_1517_description_HM803936_1_1517_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_Leuconostoc_garlicum_organism_Leuconostoc_garlicum_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_ncbitaxid_255248,7.0,3.0,1.0,3.0,9.0
CC11CM12SCRa2cecd2aa1194431800f96a98c4abc06_From_JF313107_1_1388_description_JF313107_1_1388_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_Atopobium_minutum_organism_Atopobium_minutum_taxonomy_Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Atopobium_ncbitaxid_1381,1.0,1.0,1.0,1.0,3.0
CC11CM39SCRed642f8869d44cd685573565388b0b75_From_CP003040_25465_26999_description_CP003040_25465_26999_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_hominis_A2_183_organism_Roseburia_hominis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_841,3.0,3.0,8.0,3.0,9.0
CC11CM60SCRa60f714bd8fe456ab329838cf98c4db2_From_NR026106_1_description_Eubacterium_cellulosolvens_strain_6_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_cellulosolvens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_29322,1.0,1.0,1.0,1.0,11.0
CC11CM51SCR6056c3e46bb5407a80caeb089bc8e893_From_NR041448_1_description_Bacteroides_gallinarum_strain_C35_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_gallinarum_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_376806,1.0,3.0,4.0,3.0,1.0
CC11CM58SCR5a6b1956d66c463a8c9530c2fbc4c867_From_CCDQ010000005_84258_85749_description_CCDQ010000005_84258_85749_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_Akkermansia_muciniphila_organism_Akkermansia_muciniphila_taxonomy_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_ncbitaxid_239935,1.0,1.0,7.0,20.0,15.0
CC11CM52SCR76cf40a3950944729df40075cbff9810_From_NR113074_1_description_Odoribacter_laneus_strain_JCM_16069_16S_ribosomal_RNA_gene_partial_sequence_organism_Odoribacter_laneus_YIT_12061_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_ncbitaxid_742817,3.0,3.0,7.0,9.0,1.0
CC11CM53SCR3475e154889249dc8804d87485f92c6b_From_JNHO01000009_3368_4880_description_JNHO01000009_3368_4880_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_uniformis_str_3978_T3_i_organism_Bacteroides_uniformis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_816,9.0,8.0,3.0,3.0,1.0
CC11CM5SCR3f3f1dd797bf4508a2f59dc0f68f12ca_From_NR102884_1_description_Ruminococcus_champanellensis_strain_18P13_16S_ribosomal_RNA_gene_complete_sequence_organism_Ruminococcus_champanellensis_18P13_JCM_17042_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_ncbitaxid_213810,3.0,5.0,3.0,3.0,5.0
CC11CM28SCRe1e822c2e4db4b0d9f7c2376e9fc6036_From_NR042958_1_description_Acholeplasma_hippikon_strain_C1_16S_ribosomal_RNA_gene_partial_sequence_organism_Acholeplasma_hippikon_taxonomy_Bacteria_Tenericutes_Mollicutes_Acholeplasmatales_Acholeplasmataceae_Acholeplasma_ncbitaxid_264636,1.0,1.0,5.0,4.0,13.0
CC11CM79SCR09f4e6d0f41b417598dfbcc8c33b1a4c_From_LC010692_1_1492_description_LC010692_1_1492_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_luti_organism_Blautia_luti_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_89014,4.0,8.0,5.0,1.0,9.0
CC11CM47SCR989755726b4045c4911c27c3dfb4b835_From_NR102944_1_description_Alistipes_finegoldii_strain_DSM_17242_16S_ribosomal_RNA_gene_complete_sequence_organism_Alistipes_finegoldii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_214856,1.0,3.0,9.0,6.0,1.0
CC11CM66SCR45146667d16e46b3996d89040f5277e1_From_AGXG01000059_47244_48754_description_AGXG01000059_47244_48754_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_cellulosilyticus_CL02T12C19_organism_Bacteroides_cellulosilyticus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_997874,1.0,1.0,3.0,3.0,1.0
CC11CM14SCR43d45d74a90846b8b5c37b5f3823cc32_From_KJ744311_1_1358_description_KJ744311_1_1358_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_Pectobacterium_betavasculorum_organism_Pectobacterium_betavasculorum_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pectobacterium_ncbitaxid_55207,18.0,4.0,1.0,3.0,5.0
CC11CM47SCR532a20b53c70425a8da334ff3a5d7d48_From_NR113207_1_description_Bacteroides_stercorirosoris_strain_JCM_17103_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_stercorirosoris_JCM_17103_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1236514,3.0,4.0,3.0,3.0,1.0
CC11CM81SCR41daadf714c7452ea84877c4ad33fe57_From_AVLV01000006_74606_76095_description_AVLV01000006_74606_76095_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_Peptoclostridium_difficile_P15_organism_Peptoclostridium_difficile_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_1151403,3.0,7.0,11.0,10.0,5.0
CC11CM44SCR271ad07b8c5848b1977544a9226b27d3_From_AP012331_721637_723165_description_AP012331_721637_723165_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium_scardovii_JCM_12489_DSM_13734_organism_Bifidobacterium_scardovii_taxonomy_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_1150461,20.0,19.0,4.0,9.0,3.0
CC11CM67SCRc6de65849a6141749c7f85a6e7f271f3_From_JN713247_1_1517_description_JN713247_1_1517_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_Odoribacter_denticanis_organism_Odoribacter_denticanis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_ncbitaxid_283169,1.0,1.0,5.0,5.0,1.0
CC11CM13SCR9275aaf1ea9b402c88c03e58a310b821_From_AY675244_1_1542_description_AY675244_1_1542_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_Leuconostoc_inhae_organism_Leuconostoc_inhae_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_ncbitaxid_178001,13.0,7.0,5.0,3.0,2.0
CC11CM83SCR07d0c9ba2c104952acb5628746bc2ec0_From_JN837490_1_1469_description_JN837490_1_1469_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Anaerococcus_Anaerococcus_obesiensis_ph10_organism_Anaerococcus_obesiensis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Anaerococcus_ncbitaxid_1118056,5.0,1.0,14.0,19.0,13.0
CC11CM18SCR70f834afd16943f5882dfd4255046857_From_NR104846_1_description_Gemmiger_formicilis_strain_X2_56_16S_ribosomal_RNA_gene_partial_sequence_organism_Gemmiger_formicilis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Gemmiger_ncbitaxid_745368,1.0,1.0,1.0,1.0,10.0
CC11CM98SCRffe617a9475347ba8c495ef7f3a4a7bc_From_FP929050_3523936_3525456_description_FP929050_3523936_3525456_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_intestinalis_XB6B4_organism_Roseburia_intestinalis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_718255,5.0,4.0,7.0,3.0,9.0
CC11CM34SCRf7347e2a52b4489687f957db2f6d96a0_From_AY879306_1_1517_description_AY879306_1_1517_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_Abiotrophia_defectiva_organism_Abiotrophia_defectiva_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_ncbitaxid_46125,20.0,20.0,18.0,3.0,1.0
